일자,구매일련번호,거래처코드,품목코드,품목명,규격,재질,도금,수량
2020/06/02,2020/06/02-7,2158116699,FN6S304,후렌지너트,6,STS304,,"2,000"
2020/06/02,2020/06/02-7,2158116699,HB1020S304,육각볼트,10*20,STS304,,500
2020/06/02,2020/06/02-7,2158116699,HB24150SZY,육각볼트,24*150,철,천연색,240
2020/06/02,2020/06/02-7,2158116699,HB33150SZY,육각볼트,33*150,철,천연색,436
2020/06/02,2020/06/02-7,2158116699,HN24S,육각너트,24,철,무도금,400
2020/06/02,2020/06/02-8,2348103915,PW33583S,평와샤,33*58*3T,철,무도금,400
2020/06/02,2020/06/02-8,2348103915,PW42S,평와샤,42,철,무도금,300
2020/06/02,2020/06/02-8,2348103915,PW16SZW,평와샤,16,철,백색,"6,000"
2020/06/02,2020/06/02-9,2330154189,SA3812SZW,스트롱앙카,3/8″(12),철,백색,"3,000"
2020/06/02,2020/06/02-9,2330154189,11114,운송비,,,,1
2020/06/02,2020/06/02-9,2330154189,ALLT,기타,,,,1
2020/06/02,2020/06/02-10,1138141626,ALLT,기타,,,,1
2020/06/02,2020/06/02-10,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,184
2020/06/02,2020/06/02-10,1138141626,ALLT,기타,,,,1
2020/06/02,2020/06/02-10,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,616
2020/06/02,2020/06/02-10,1138141626,ALLT,기타,,,,1
2020/06/02,2020/06/02-10,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,"1,880"
2020/06/02,2020/06/02-11,1138141626,ALLT,기타,,,,1
2020/06/02,2020/06/02-11,1138141626,HB1630SZY,육각볼트,16*30,철,천연색,160
2020/06/02,2020/06/02-11,1138141626,HN16SZY,육각너트,16,철,천연색,160
2020/06/02,2020/06/02-11,1138141626,PW16SZY,평와샤,16,철,천연색,320
2020/06/02,2020/06/02-11,1138141626,TS1645S10T,T/S건축용볼트(B/N/PW),16*45,S10T,,200
2020/06/02,2020/06/02-11,1138141626,TS1650S10T,T/S건축용볼트(B/N/PW),16*50,S10T,,775
2020/06/02,2020/06/02-11,1138141626,TS2045S10T,T/S건축용볼트(B/N/PW),20*45,S10T,,26
2020/06/02,2020/06/02-11,1138141626,TS2050S10T,T/S건축용볼트(B/N/PW),20*50,S10T,,165
2020/06/02,2020/06/02-11,1138141626,TS2060S10T,T/S건축용볼트(B/N/PW),20*60,S10T,,345
2020/06/03,2020/06/03-2,6038133202,ALLT,기타,,,,1
2020/06/03,2020/06/03-2,6038133202,WSTUD19100M,웰딩스터드(수동),19*100,실리콘킬드강,무도금,105
2020/06/03,2020/06/03-2,6038133202,WSTUD22100M,웰딩스터드(수동),22*100,실리콘킬드강,무도금,"4,915"
2020/06/03,2020/06/03-2,6038133202,ALLT,기타,,,,1
2020/06/03,2020/06/03-3,5038119744,HB1650SZY,육각볼트,16*50,철,천연색,"5,700"
2020/06/03,2020/06/03-3,5038119744,HB2060SZY,육각볼트,20*60,철,천연색,300
2020/06/03,2020/06/03-3,5038119744,HN16SZY,육각너트,16,철,천연색,"5,000"
2020/06/03,2020/06/03-4,2148163374,HSHN415S316L,통신용볼트,4*15,STS316L,,"2,000"
2020/06/03,2020/06/03-4,2148163374,11114,운송비,,,,1
2020/06/03,2020/06/03-5,2148163374,HSB320S316L,둥근머리렌치볼트,3*20,STS316L,,500
2020/06/03,2020/06/03-5,2148163374,HSB425S316L,둥근머리렌치볼트,4*25,STS316L,,500
2020/06/03,2020/06/03-5,2148163374,11114,운송비,,,,1
2020/06/03,2020/06/03-6,1378169071,TFHB582S,각산육각볼트,"5/8*2""",철,,300
2020/06/03,2020/06/03-7,1088127864,STUDB16175SZW,스터드볼트,16*175,철,백색,500
2020/06/03,2020/06/03-7,1088127864,STUDB16300SZW,스터드볼트,16*300,철,백색,400
2020/06/03,2020/06/03-8,2158116699,HB1660SZY,육각볼트,16*60,철,천연색,150
2020/06/03,2020/06/03-9,1242598986,L형앙카제작1,L형앙카(단스키),,철,용융,296
2020/06/03,2020/06/03-10,6538100609,11112,도금비용,,,,667
2020/06/03,2020/06/03-10,6538100609,HB24150SZY,육각볼트,24*150,철,천연색,-220
2020/06/03,2020/06/03-10,6538100609,HB24150S,육각볼트,24*150,철,무도금,220
2020/06/03,2020/06/03-10,6538100609,HB33150SZY,육각볼트,33*150,철,천연색,-436
2020/06/03,2020/06/03-10,6538100609,HB33150S,육각볼트,33*150,철,무도금,436
2020/06/03,2020/06/03-11,2192100841,사각플레이트제작1,사각플레이트,,SS275,,14
2020/06/04,2020/06/04-1,1273962747,FH1S440SZY,접시태핑1종나사(+),4*40,철,천연색,300
2020/06/04,2020/06/04-1,1273962747,FH1S425SZY,접시태핑1종(+),4*25,철,천연색,500
2020/06/04,2020/06/04-1,1273962747,SPHM820SZY,셈스냄비머신(+)(PW+SW),8*20,철,천연색,200
2020/06/04,2020/06/04-1,1273962747,THM625SZY,트러스머신(+),6*25,철,천연색,200
2020/06/04,2020/06/04-1,1273962747,THM645SZY,트러스머신(+),6*45,철,천연색,200
2020/06/04,2020/06/04-1,1273962747,TH2S512SZW,트러스태핑2종,5*12,철,백색,"5,000"
2020/06/04,2020/06/04-2,1278627332,CGUN,주입식건,고급형,,,2
2020/06/04,2020/06/04-2,1278627332,CNFIX360,케미칼주입식액,CNFIX-360,에폭시,,300
2020/06/04,2020/06/04-3,5030440585,HW#1425S410,HW직결피스,＃14*25,STS410,,"2,100"
2020/06/04,2020/06/04-3,5030440585,11114,운송비,,,,1
2020/06/04,2020/06/04-4,1242598986,J형앙카제작1,J형앙카(단스키),,철,무도금,464
2020/06/04,2020/06/04-4,1242598986,J형앙카제작1,J형앙카(단스키),,철,무도금,148
2020/06/04,2020/06/04-4,1242598986,J형앙카제작1,J형앙카(단스키),,철,무도굼,68
2020/06/04,2020/06/04-4,1242598986,FTR18S,전산볼트,18*1M,철,무도금,12
2020/06/04,2020/06/04-4,1242598986,11114,운송비,,,,1
2020/06/04,2020/06/04-4,1242598986,11114,운송비,,,,1
2020/06/04,2020/06/04-5,1288712159,WA1090SZW,웨지앙카,10*90,철,백색,400
2020/06/04,2020/06/04-5,1288712159,WA12120SZW,웨지앙카,12*120,철,백색,240
2020/06/04,2020/06/04-6,6068161686,HB1070S316L,육각볼트,10*70,STS316L,,100
2020/06/04,2020/06/04-7,5030440585,HW#1425S410,HW직결피스,＃14*25,STS410,,"2,100"
2020/06/04,2020/06/04-8,1130284009,HB24130SZY,육각볼트,24*130,철,천연색,9
2020/06/04,2020/06/04-8,1130284009,HB24180SZY,육각볼트,24*180,철,천연색,9
2020/06/04,2020/06/04-8,1130284009,HB2055SHDG,육각볼트,20*55,철,용융,10
2020/06/04,2020/06/04-8,1130284009,HB2040SZY,육각볼트,20*40,철,천연색,4
2020/06/04,2020/06/04-8,1130284009,HB2070SZY,육각볼트,20*70,철,천연색,4
2020/06/04,2020/06/04-8,1130284009,HB2480SZY,육각볼트,24*80,철,천연색,6
2020/06/04,2020/06/04-8,1130284009,UN12SZY,유너트,12,철,천연색,23
2020/06/04,2020/06/04-8,1130284009,UN20SZY,유너트,20,철,천연색,16
2020/06/04,2020/06/04-8,1130284009,UN8SZY,유너트,8,철,천연색,1
2020/06/04,2020/06/04-8,1130284009,MSB1640CM,스트리퍼볼트,스트리퍼볼트[Ø20(16*40],10.9T,,5
2020/06/04,2020/06/04-9,1138117524,SETA38200SZY,세트앙카,3/8*200,철,천연색,600
2020/06/04,2020/06/04-10,1348693484,L형앙카제작1,L형앙카(단스키),,철,무도금,80
2020/06/05,2020/06/05-1,1398122859,CP432SZW,분할핀,M4*32(5/32*1-1/4″),철,백색,200
2020/06/05,2020/06/05-2,1138157787,HN20S304,육각너트,20,STS304,,200
2020/06/05,2020/06/05-3,1273962747,SHB1020SZY,셈스육각볼트(+),10*20(PW+SW),철,천연색,300
2020/06/05,2020/06/05-3,1273962747,SHB820SZY,셈스육각볼트(+),8*20(PW+SW),철,천연색,600
2020/06/05,2020/06/05-3,1273962747,ALLT,기타,,,,1
2020/06/05,2020/06/05-4,1278627332,CNFIX300,케미칼주입식액,CNFIX-300,에폭시,,40
2020/06/05,2020/06/05-5,1378623124,SETA12150SHDG,세트앙카,1/2*150,철,용융,120
2020/06/05,2020/06/05-6,2158116699,ALLT,기타,,,,1
2020/06/05,2020/06/05-6,2158116699,HSF36CM10,접시머리렌치볼트,3*6,10.9T,,"1,000"
2020/06/05,2020/06/05-6,2158116699,HSF310CM10,접시머리렌치볼트,3*10,10.9T,,"1,000"
2020/06/05,2020/06/05-6,2158116699,HSF315CM10,접시머리렌치볼트,3*15,10.9T,,"1,000"
2020/06/05,2020/06/05-6,2158116699,HSF320CM10,접시머리렌치볼트,3*20,10.9T,,"1,000"
2020/06/05,2020/06/05-6,2158116699,HSF410CM10,접시머리렌치볼트,4*10,10.9T,,"1,000"
2020/06/05,2020/06/05-6,2158116699,HSF415CM10.,접시머리렌치볼트,4*15,10.9T,,"1,000"
2020/06/05,2020/06/05-6,2158116699,HSF420CM10,접시머리렌치볼트,4*20,10.9T,,"1,000"
2020/06/05,2020/06/05-6,2158116699,HSF515CM10,접시머리렌치볼트,5*15,10.9T,,500
2020/06/05,2020/06/05-6,2158116699,ALLT,기타,,,,1
2020/06/05,2020/06/05-6,2158116699,HT2060F10TG,H/T건축용볼트,20*60,F10T,지오메트,17
2020/06/05,2020/06/05-6,2158116699,HT2070F10TGEO,H/T건축용볼트,20*70,F10T,지오매트,66
2020/06/05,2020/06/05-6,2158116699,HT2085F10TG,"H/TB,N,2W",20*85,F10T,지오매트,33
2020/06/05,2020/06/05-6,2158116699,HT2270F10TGEO,H/T건축용볼트,22*70,F10T,지오매트,17
2020/06/05,2020/06/05-6,2158116699,HT2280F10TG,H/T건축용볼트,22*80,F10T,지오매트,99
2020/06/05,2020/06/05-6,2158116699,HT2490F10TG,H/T건축용볼트,24*90,F10T,지오메트,33
2020/06/05,2020/06/05-6,2158116699,HT2495F10TG,H/T건축용볼트,24*95,F10T,지오매트,33
2020/06/05,2020/06/05-7,1138651828,HBFT30130CM10,육각볼트(전산),30*130,10.9T,,25
2020/06/05,2020/06/05-8,6038133202,WSTUD19100M,웰딩스터드(수동),19*100,실리콘킬드강,무도금,12
2020/06/05,2020/06/05-8,6038133202,WSTUD19150M,웰딩스터드(수동),Ø19*150,실리콘킬드강,무도금,395
2020/06/05,2020/06/05-8,6038133202,WSTUD22150M,웰딩스터드(수동),Ø22*150,실리콘킬드강,무도금,306
2020/06/05,2020/06/05-8,6038133202,WSTUD19100M,웰딩스터드(수동),19*100,실리콘킬드강,무도금,302
2020/06/05,2020/06/05-8,6038133202,WSTUD19100M,웰딩스터드(수동),19*100,실리콘킬드강,무도금,241
2020/06/05,2020/06/05-9,1138602593,EB38SZW,아이볼트,3/8＂,철,백색,"1,000"
2020/06/05,2020/06/05-9,1138602593,11114,운송비,,,,1
2020/06/05,2020/06/05-10,2342801192,11112,도금비용,,,,154
2020/06/05,2020/06/05-10,2342801192,HB12110SZY,육각볼트,12*110,철,천연색,"-1,050"
2020/06/05,2020/06/05-10,2342801192,HB12110SG,육각볼트,12*110,철,지오메트,"1,050"
2020/06/05,2020/06/05-10,2342801192,CB850SZY,근각볼트,8*50,철,천연색,"-1,610"
2020/06/05,2020/06/05-10,2342801192,CB850SG,근각볼트,8*50,철,지오메트,"1,610"
2020/06/05,2020/06/05-11,2158116699,HB1240SHDG,육각볼트,12*40,철,용융,450
2020/06/05,2020/06/05-11,2158116699,HB1655SHDG,육각볼트,16*55,철,용융,180
2020/06/05,2020/06/05-11,2158116699,HB2055SHDG,육각볼트,20*55,철,용융,100
2020/06/05,2020/06/05-11,2158116699,HB24120SHDG,육각볼트,24*120,철,용융,35
2020/06/05,2020/06/05-11,2158116699,HB24150SHDG,육각볼트,24*150,철,용융,35
2020/06/05,2020/06/05-11,2158116699,HB30150SZY,육각볼트,30*150,철,천연색,9
2020/06/05,2020/06/05-11,2158116699,HB30170SZY,육각볼트,30*170,철,천연색,17
2020/06/05,2020/06/05-11,2158116699,PW24SHDG,평와샤,24,철,용융,100
2020/06/05,2020/06/05-11,2158116699,SW16SHDG,스프링와샤,16,철,용융,"3,000"
2020/06/05,2020/06/05-11,2158116699,SW20SHDG,스프링와샤,20,철,용융,200
2020/06/05,2020/06/05-11,2158116699,HN16SHDG,육각너트,16,철,용융,"2,800"
2020/06/05,2020/06/05-11,2158116699,HN20SHDG,육각너트,20,철,용융,400
2020/06/05,2020/06/05-11,2158116699,HN24SHDG,육각너트,24,철,용융,200
2020/06/05,2020/06/05-11,2158116699,HB30280CM10,육각볼트,30*280,10.9T,,4
2020/06/05,2020/06/05-11,2158116699,HB1280SZY,육각볼트,12*80,철,천연색,200
2020/06/05,2020/06/05-11,2158116699,HB16160SZY,육각볼트,16*160,철,천연색,50
2020/06/05,2020/06/05-11,2158116699,HB2050SZY,육각볼트,20*50,철,천연색,100
2020/06/05,2020/06/05-11,2158116699,HB1660SZY,육각볼트,16*60,철,천연색,150
2020/06/05,2020/06/05-11,2158116699,HB2060SZY,육각볼트,20*60,철,천연색,400
2020/06/05,2020/06/05-11,2158116699,HB2080SZY,육각볼트,20*80,철,천연색,80
2020/06/05,2020/06/05-11,2158116699,HN20SZY,육각너트,20,철,천연색,800
2020/06/05,2020/06/05-11,2158116699,HT2060F10TG,H/T건축용볼트,20*60,F10T,지오메트,17
2020/06/05,2020/06/05-11,2158116699,HT2070F10TGEO,H/T건축용볼트,20*70,F10T,지오매트,66
2020/06/05,2020/06/05-11,2158116699,HT2270F10TGEO,H/T건축용볼트,22*70,F10T,지오매트,17
2020/06/05,2020/06/05-11,2158116699,HT2280F10TG,H/T건축용볼트,22*80,F10T,지오매트,99
2020/06/05,2020/06/05-11,2158116699,HTN20F10TG,H/T건축용너트,20,F10T,지오매트,83
2020/06/05,2020/06/05-11,2158116699,HTN22F10TG,H/T건축용너트,22,F10T,지오메트,116
2020/06/05,2020/06/05-11,2158116699,HTPW20F10TG,H/T건축용평와샤,20,F10T,지오메트,166
2020/06/05,2020/06/05-11,2158116699,HTPW22F10TG,H/T건축용평와샤,22,F10T,지오메트,232
2020/06/05,2020/06/05-11,2158116699,HSF36CM10,접시머리렌치볼트,3*6,10.9T,,"1,000"
2020/06/05,2020/06/05-11,2158116699,HSF310CM10,접시머리렌치볼트,3*10,10.9T,,"1,000"
2020/06/05,2020/06/05-11,2158116699,HSF315CM10,접시머리렌치볼트,3*15,10.9T,,"1,000"
2020/06/05,2020/06/05-11,2158116699,HSF320CM10,접시머리렌치볼트,3*20,10.9T,,"1,000"
2020/06/05,2020/06/05-11,2158116699,HSF410CM10,접시머리렌치볼트,4*10,10.9T,,"1,000"
2020/06/05,2020/06/05-11,2158116699,HSF420CM10,접시머리렌치볼트,4*20,10.9T,,"1,000"
2020/06/05,2020/06/05-11,2158116699,HSF415CM10.,접시머리렌치볼트,4*15,10.9T,,"1,000"
2020/06/05,2020/06/05-11,2158116699,HSF515CM10,접시머리렌치볼트,5*15,10.9T,,500
2020/06/05,2020/06/05-12,1138141626,HT2085F10TG,"H/TB,N,2W",20*85,F10T,지오매트,33
2020/06/05,2020/06/05-12,1138141626,HT2490F10TG,H/T건축용볼트,24*90,F10T,지오메트,33
2020/06/05,2020/06/05-12,1138141626,HT2495F10TG,H/T건축용볼트,24*95,F10T,지오매트,33
2020/06/05,2020/06/05-12,1138141626,11114,운송비,,,,1
2020/06/05,2020/06/05-13,1138141626,HT1650F10T,H/T건축용볼트(B/N/2PW),16*50,F10T,,"2,320"
2020/06/05,2020/06/05-13,1138141626,HT1655F10T,H/T건축용볼트(B/N/2PW),16*55,F10T,,755
2020/06/05,2020/06/05-13,1138141626,HT1660F10T,H/T건축용볼트(B/N/2PW),16*60,F10T,,66
2020/06/05,2020/06/05-13,1138141626,HT1665F10T,H/T건축용볼트(B/N/2PW),16*65,F10T,,49
2020/06/08,2020/06/08-2,2158116699,PW16SZY,평와샤,16,철,천연색,"2,000"
2020/06/08,2020/06/08-3,2158116699,HB2050SHDG,육각볼트,20*50,철,용융,110
2020/06/08,2020/06/08-3,2158116699,HB1240CM10,육각볼트,12*40,10.9T,,"2,800"
2020/06/08,2020/06/08-3,2158116699,HN12CM10,육각너트,12,10T,,"2,400"
2020/06/08,2020/06/08-3,2158116699,HN16CM10,육각너트,16,10T,,"2,800"
2020/06/08,2020/06/08-3,2158116699,SW12S45C,스프링와샤,12,S45C,,"4,000"
2020/06/08,2020/06/08-3,2158116699,SW16S45C,스프링와샤,16,S45C,,"1,800"
2020/06/08,2020/06/08-3,2158116699,HN16SZW,육각너트,16,철,백색,700
2020/06/08,2020/06/08-3,2158116699,HN24SZW,육각너트,24,철,백색,400
2020/06/08,2020/06/08-3,2158116699,HN20SZY,육각너트,20,철,천연색,400
2020/06/08,2020/06/08-4,6068161686,PW12S45C,평와샤,12,S45C,,"4,000"
2020/06/08,2020/06/08-4,6068161686,FN6S304,후렌지너트,6,STS304,,"4,000"
2020/06/08,2020/06/08-5,2158116699,HB516112S304,육각볼트,5/16*1-1/2＂,STS304,,"1,500"
2020/06/08,2020/06/08-5,2158116699,HB382S304,육각볼트,3/8*2＂,STS304,,500
2020/06/08,2020/06/08-6,2158116699,HSS44S304,무두렌치볼트,4*4,STS304,,"200,000"
2020/06/08,2020/06/08-7,5038119744,HB1230SZY,육각볼트,12*30,철,천연색,"1,500"
2020/06/08,2020/06/08-8,5148134497,HBFT16100CM10,육각볼트(전산),16*100,10.9T,,"3,000"
2020/06/08,2020/06/08-8,5148134497,HB12130SZY,육각볼트,12*130,철,천연색,"1,500"
2020/06/08,2020/06/08-9,1378169071,TFHB582S,각산육각볼트,"5/8*2""",철,,"4,000"
2020/06/08,2020/06/08-10,2152124235,CSB312SZW,C형강브라켓,1/2,철,백색,100
2020/06/08,2020/06/08-10,2152124235,CTHM12W35SZW,빔클램프,35W*1/2,철,백색,200
2020/06/08,2020/06/08-11,1342349606,11112,도금비용,,,,597
2020/06/08,2020/06/08-11,1342349606,11112,도금비용,,,,128
2020/06/08,2020/06/08-11,1342349606,HB24150S,육각볼트,24*150,철,무도금,-220
2020/06/08,2020/06/08-11,1342349606,HB24150SG,육각볼트,24*150,철,지오매트,220
2020/06/08,2020/06/08-11,1342349606,HB33150S,육각볼트,33*150,철,무도금,-436
2020/06/08,2020/06/08-11,1342349606,HB33150SG,육각볼트,33*150,철,지오매트,436
2020/06/08,2020/06/08-11,1342349606,HN24S,육각너트,24,철,무도금,-440
2020/06/08,2020/06/08-11,1342349606,HN24SGEO,육각너트,24,철,지오메트,440
2020/06/08,2020/06/08-11,1342349606,PW33583S,평와샤,33*58*3T,철,무도금,-440
2020/06/08,2020/06/08-11,1342349606,PW33583SG,평와샤,33*58*3T,철,지오매트,440
2020/06/09,2020/06/09-1,2158116699,HN12S,육각너트,12,철,무도금,"2,400"
2020/06/09,2020/06/09-2,6068168961,RCS50S,레일클램프(싱글),50KG,철,,200
2020/06/09,2020/06/09-2,6068168961,RBC2070CM10,레일볼트(싱글),20*70,10.9T,,200
2020/06/09,2020/06/09-2,6068168961,EN12SZY,아이너트,12,철,천연색,150
2020/06/09,2020/06/09-3,1408156403,CB516312SZW,근각볼트,"5/16*3-1/2""",철,백색,50
2020/06/09,2020/06/09-3,1408156403,CB51658SZW,근각볼트,"5/16*5/8""",철,백색,50
2020/06/09,2020/06/09-3,1408156403,CB1/4312SZW,근각볼트,"1/4*3-1/2""",철,백색,13
2020/06/09,2020/06/09-3,1408156403,FB620S304,후렌지볼트(멍),6*20,STS304,,"2,000"
2020/06/09,2020/06/09-4,1348705371,HB3375S,육각볼트,33*75,철,무도금,950
2020/06/09,2020/06/09-5,6228118992,MHOSEB7/8S304,미니호스밴드,7/8,STS304(ALL),,"2,260"
2020/06/09,2020/06/09-5,6228118992,11114,운송비,,,,1
2020/06/09,2020/06/09-6,6028601041,A325제작건1,"H/HB,N,2W",,A325/A563-10S/F436,H.D.G,120
2020/06/09,2020/06/09-7,1130284009,HWN5SBG,육각웰딩너트(배꼽),5,철,무도금,"1,000"
2020/06/09,2020/06/09-8,1348710893,11112,도금비용,,,,1
2020/06/09,2020/06/09-8,1348710893,HB1230SZY,육각볼트,12*30,철,천연색,-50
2020/06/09,2020/06/09-8,1348710893,HB1230SHDG,육각볼트,12*30,철,용융,50
2020/06/09,2020/06/09-8,1348710893,HB1255SZY,육각볼트,12*55,철,천연색,-55
2020/06/09,2020/06/09-8,1348710893,HB1255SHDG,육각볼트,12*55,철,용융,55
2020/06/09,2020/06/09-8,1348710893,HB1625SZY,육각볼트,16*25,철,천연색,-8
2020/06/09,2020/06/09-8,1348710893,HB1625SHDG,육각볼트,16*25,철,용융,8
2020/06/09,2020/06/09-8,1348710893,HB24130SZY,육각볼트,24*130,철,천연색,-18
2020/06/09,2020/06/09-8,1348710893,HB24130SHDG,육각볼트,24*130,철,용융,18
2020/06/09,2020/06/09-8,1348710893,HB24180SZY,육각볼트,24*180,철,천연색,-9
2020/06/09,2020/06/09-8,1348710893,HB24180SH,육각볼트,24*180,철,용융,9
2020/06/09,2020/06/09-8,1348710893,HB3065SZY,육각볼트,30*65,철,천연색,-5
2020/06/09,2020/06/09-8,1348710893,HB3065SH,육각볼트,30*65,철,용융,5
2020/06/09,2020/06/09-8,1348710893,HB30130CM12,육각볼트,30*130,12.9T,천연색,-25
2020/06/09,2020/06/09-8,1348710893,HB30130CM12H,육각볼트,30*130,12.9T,용융,25
2020/06/09,2020/06/09-8,1348710893,HB30150SZY,육각볼트,30*150,철,천연색,-9
2020/06/09,2020/06/09-8,1348710893,HB30150SH,육각볼트,30*150,철,용융,9
2020/06/09,2020/06/09-8,1348710893,HB30170SZY,육각볼트,30*170,철,천연색,-17
2020/06/09,2020/06/09-8,1348710893,HB30170SHDG,육각볼트,30*170,철,용융,17
2020/06/09,2020/06/09-8,1348710893,TW20SZY,테퍼와샤(5도),20,철,천연색,-50
2020/06/09,2020/06/09-8,1348710893,TW20SHDG,테파와샤(5도),20,철,용융,50
2020/06/10,2020/06/10-1,1138651828,HBFT1255CM10,육각볼트(전산),12*55,10.9T,,350
2020/06/10,2020/06/10-1,1138651828,HB1635SZY,육각볼트,16*35,철,천연색,250
2020/06/10,2020/06/10-2,1408156403,CB51658SZW,근각볼트,"5/16*5/8""",철,백색,"1,000"
2020/06/10,2020/06/10-2,1408156403,11114,운송비,,,,1
2020/06/10,2020/06/10-3,5038601574,HB1/21334S304,육각볼트,1/2-13*3/4,STS304,,"2,300"
2020/06/10,2020/06/10-4,6228118992,BK385050504SZW,화스너,3/8*50*50*50*4T,철,백색,"8,000"
2020/06/10,2020/06/10-5,1132330740,HSHN415S316L,통신용볼트,4*15,STS316L,,"2,000"
2020/06/10,2020/06/10-6,2158116699,HN16SHDG,육각너트,16,철,용융,"4,200"
2020/06/10,2020/06/10-6,2158116699,PW16SHDG,평와샤,16,철,용융,"3,800"
2020/06/10,2020/06/10-6,2158116699,SW16SHDG,스프링와샤,16,철,용융,"1,900"
2020/06/10,2020/06/10-6,2158116699,NYN8S304,나이론너트,8,STS304,,500
2020/06/10,2020/06/10-6,2158116699,HN12CM10,육각너트,12,10T,,"1,200"
2020/06/10,2020/06/10-6,2158116699,HN16CM10,육각너트,16,10T,,700
2020/06/10,2020/06/10-6,2158116699,PW16S45C,평와샤,16,S45C,,"1,800"
2020/06/10,2020/06/10-6,2158116699,HSF1255CM10,접시머리렌치볼트,12*55,10.9T,,50
2020/06/10,2020/06/10-7,2158116699,HB1235S304,육각볼트,12*35,STS304,,"1,200"
2020/06/10,2020/06/10-7,2158116699,PW12S304,평와샤,12,STS304,,"1,200"
2020/06/10,2020/06/10-7,2158116699,SW12S304,스프링와샤,12,STS304,,"1,100"
2020/06/10,2020/06/10-8,2330154189,WA12120SZW,웨지앙카,12*120,철,백색,240
2020/06/10,2020/06/10-9,2330154189,CB612SZW,근각볼트,6*12,철,백색,"1,000"
2020/06/10,2020/06/10-9,2330154189,FN516SZW,후렌지너트,5/16″,철,백색,"1,000"
2020/06/10,2020/06/10-9,2330154189,11114,운송비,,,,1
2020/06/10,2020/06/10-10,6068161686,SW1/2S304,스프링와샤,1/2,STS304,,"4,200"
2020/06/10,2020/06/10-11,1273962747,PHMS34SN,"사라머신(+,소두)",3*4,철,니켈,"10,000"
2020/06/10,2020/06/10-11,1273962747,PH2S38SN,냄비태핑2종(+),3*8,철,니켈,"10,000"
2020/06/10,2020/06/10-11,1273962747,PHM34SN,냄비머신(+),3*4,철,니켈,"10,000"
2020/06/10,2020/06/10-12,5048130683,HIIN38300G,단열재인서트,3/8*300,플라스틱,녹색,60
2020/06/10,2020/06/10-13,5038172638,SW12SD,스프링와샤,12,철,다크로,"2,500"
2020/06/10,2020/06/10-14,1130284009,HB24130CM10G,육각볼트,24*130,10.9T,지오메트,4
2020/06/10,2020/06/10-14,1130284009,11114,운송비,,,,1
2020/06/10,2020/06/10-14,1130284009,HN22CM10G,육각너트,22,10T,지오메트,100
2020/06/10,2020/06/10-14,1130284009,HN18CM10G,육각너트,18,10.9T,지오메트,140
2020/06/10,2020/06/10-14,1130284009,HB2270CM10GEO,육각볼트,22*70,10.9T,지오메트,25
2020/06/10,2020/06/10-14,1130284009,HB2265CM10GEO,육각볼트,22*65,10.9T,지오메트,58
2020/06/10,2020/06/10-14,1130284009,HB2290CM10GEO,육각볼트,22*90,10.9T,지오메트,35
2020/06/10,2020/06/10-14,1130284009,HB2060CM10GEO,육각볼트,20*60,10.9T,지오메트,160
2020/06/10,2020/06/10-14,1130284009,HB20150CM10G,육각볼트,20*150,10.9T,지오메트,27
2020/06/10,2020/06/10-14,1130284009,HB2080CM10G,육각볼트,20*80,10.9T,지오메트,125
2020/06/10,2020/06/10-14,1130284009,HB1880CM10G,육각볼트,18*80,10.9T,지오메트,27
2020/06/10,2020/06/10-14,1130284009,HB1860CM10G,육각볼트,18*60,10.9T,지오메트,110
2020/06/10,2020/06/10-14,1130284009,HB1235CM10GEO,육각볼트,12*35,10.9T,지오메트,75
2020/06/10,2020/06/10-14,1130284009,HB1245CM10G,육각볼트,12*45,10.9T,지오메트,5
2020/06/10,2020/06/10-16,1138141626,ALLT,기타,,,,1
2020/06/10,2020/06/10-16,1138141626,힐티케미칼,"케미칼(힐티)B,N,W",,5.8T,백색,45
2020/06/10,2020/06/10-16,1138141626,11114,운송비,,,,1
2020/06/10,2020/06/10-17,1138141626,ALLT,기타,,,,1
2020/06/10,2020/06/10-17,1138141626,HT1645F10T,H/T건축용볼트(B/N/2PW),16*45,F10T,대우제품,100
2020/06/10,2020/06/10-17,1138141626,HT1665F10T,H/T건축용볼트(B/N/2PW),16*65,F10T,대우제품,10
2020/06/10,2020/06/10-17,1138141626,HT2050F10T,H/T건축용볼트(B/N/2PW),20*50,F10T,대우제품,280
2020/06/10,2020/06/10-17,1138141626,HT2055F10T,H/T건축용볼트(B/N/2PW),20*55,F10T,대우제품,380
2020/06/10,2020/06/10-17,1138141626,HT2070F10T,H/T건축용볼트(B/N/2PW),20*70,F10T,대우제품,120
2020/06/10,2020/06/10-17,1138141626,HT2075F10T,H/T건축용볼트(B/N/2PW),20*75,F10T,대우제품,200
2020/06/10,2020/06/10-17,1138141626,HT2085F10T,H/T건축용볼트(B/N/2PW),20*85,F10T,대우제품,650
2020/06/10,2020/06/10-17,1138141626,HT24130F10T,H/T건축용볼트(B/N/2PW),24*130,F10T,대우제품,170
2020/06/11,2020/06/11-1,6158148595,ALLT,기타,,,,1
2020/06/11,2020/06/11-1,6158148595,스터드볼트제작1,스터드볼트,,B8M,,40
