일자,구매일련번호,거래처코드,품목코드,품목명,규격,재질,도금,수량
2019/01/02,2019/01/02-1,1273962747,TH1S3.530SZY,트러스태핑1종(+),3.5*30,철,천연색,500
2019/01/02,2019/01/02-1,1273962747,TH1S438SZY,트러스태핑1종(+),4*38,철,천연색,300
2019/01/02,2019/01/02-1,1273962747,FHM412SZY,사라머신(+),4*12,철,천연색,"1,000"
2019/01/02,2019/01/02-2,2158116699,HN20CM10,육각너트,20,10T,,"1,200"
2019/01/02,2019/01/02-2,2158116699,HB1030CM10,육각볼트,10*30,10.9T,,700
2019/01/02,2019/01/02-2,2158116699,HB1020S316,육각볼트,10*20,STS316,,250
2019/01/02,2019/01/02-2,2158116699,SW10S316,스프링와샤,10,STS316,,500
2019/01/02,2019/01/02-2,2158116699,SW14S304,스프링와샤,14,STS304,,200
2019/01/02,2019/01/02-2,2158116699,HB20130S304,육각볼트,20*130,STS304,,60
2019/01/02,2019/01/02-2,2158116699,HB20100S304,육각볼트,20*100,STS304,,100
2019/01/02,2019/01/02-2,2158116699,HB2080S304,육각볼트,20*80,STS304,,100
2019/01/02,2019/01/02-3,5043282994,PW58S,평와샤,5/8＂,철,무도금,400
2019/01/02,2019/01/02-3,5043282994,PW14SZW,평와샤,14,철,백색,"2,000"
2019/01/02,2019/01/02-3,5043282994,PW16S304,평와샤,16,STS304,,"3,000"
2019/01/02,2019/01/02-4,2158116699,HN58S,육각너트,5/8＂,철,무도금,"1,000"
2019/01/02,2019/01/02-5,2158116699,HB1270S304,육각볼트,12*70,STS304,,450
2019/01/02,2019/01/02-6,6068161686,WN10SZY,나비너트,10,철,천연색,"2,000"
2019/01/02,2019/01/02-6,6068161686,WN12SZY,나비너트,12,철,천연색,"1,200"
2019/01/02,2019/01/02-7,2158116699,HSB1235S304,둥근머리렌치볼트,12*35,STS304,,100
2019/01/02,2019/01/02-7,2158116699,HB1235SZY,육각볼트,12*35,철,천연색,500
2019/01/02,2019/01/02-7,2158116699,HB1240CM10,육각볼트,12*40,10.9T,,400
2019/01/02,2019/01/02-7,2158116699,HN12CM10,육각너트,12,10T,,"1,200"
2019/01/02,2019/01/02-7,2158116699,PW12S45C,평와샤,12,S45C,,"1,800"
2019/01/02,2019/01/02-7,2158116699,HB1650CM10,육각볼트,16*50,10.9T,,200
2019/01/02,2019/01/02-7,2158116699,PW16S45C,평와샤,16,S45C,,200
2019/01/02,2019/01/02-7,2158116699,HB2050CM10,육각볼트,20*50,10.9T,,200
2019/01/02,2019/01/02-7,2158116699,HB2055CM10,육각볼트,20*55,10.9T,,200
2019/01/02,2019/01/02-7,2158116699,HB2065CM10,육각볼트,20*65,10.9T,,90
2019/01/02,2019/01/02-7,2158116699,HN20CM10,육각너트,20,10T,,800
2019/01/02,2019/01/02-7,2158116699,PW20S45C,평와샤,20,S45C,,"1,200"
2019/01/02,2019/01/02-7,2158116699,HB1460CM10,육각볼트,14*60,10.9T,,230
2019/01/02,2019/01/02-7,2158116699,HB2480CM10,육각볼트,24*80,10.9T,,50
2019/01/02,2019/01/02-8,2158116699,HB1645S304,육각볼트,16*45,STS304,,150
2019/01/02,2019/01/02-8,2158116699,HB1670S304,육각볼트,16*70,STS304,,200
2019/01/02,2019/01/02-9,2158116699,HSH515S316,렌치볼트,5*15,STS316,,200
2019/01/02,2019/01/02-9,2158116699,HSH812S316,렌치볼트,8*12,STS316,,100
2019/01/02,2019/01/02-9,2158116699,HSH1015S316L,렌치볼트,10*15,STS316L,,100
2019/01/02,2019/01/02-9,2158116699,PW4S316,평와샤,4,STS316,,"1,000"
2019/01/02,2019/01/02-9,2158116699,PW5S316,평와샤,5,STS316,,"1,000"
2019/01/02,2019/01/02-9,2158116699,PW10S316,평와샤,10,STS316,,"1,000"
2019/01/02,2019/01/02-9,2158116699,SW4S316,스프링와샤,4,STS316,,"1,000"
2019/01/02,2019/01/02-9,2158116699,SW5S316,스프링와샤,5,STS316,,"1,000"
2019/01/02,2019/01/02-9,2158116699,SW10S316,스프링와샤,10,STS316,,"1,000"
2019/01/02,2019/01/02-9,2158116699,HB1240CM10,육각볼트,12*40,10.9T,,"1,200"
2019/01/02,2019/01/02-9,2158116699,HN12CM10,육각너트,12,10T,,"1,200"
2019/01/02,2019/01/02-9,2158116699,PW12S45C,평와샤,12,S45C,,"1,800"
2019/01/02,2019/01/02-9,2158116699,SW12S45C,스프링와샤,12,S45C,,900
2019/01/02,2019/01/02-9,2158116699,HB1640CM10,육각볼트,16*40,10.9T,,200
2019/01/02,2019/01/02-9,2158116699,HN16CM10,육각너트,16,10T,,"3,500"
2019/01/02,2019/01/02-9,2158116699,PW16S45C,평와샤,16,S45C,,"5,800"
2019/01/02,2019/01/02-9,2158116699,HB1650CM10,육각볼트,16*50,10.9T,,"2,000"
2019/01/02,2019/01/02-9,2158116699,SW16S45C,스프링와샤,16,S45C,,700
2019/01/02,2019/01/02-9,2158116699,HB1660CM10,육각볼트,16*60,10.9T,,360
2019/01/02,2019/01/02-9,2158116699,TS1645S10T,T/S건축용볼트(B/N/PW),16*45,S10T,,"1,197"
2019/01/02,2019/01/02-9,2158116699,TS1650S10T,T/S건축용볼트(B/N/PW),16*50,S10T,,128
2019/01/02,2019/01/02-9,2158116699,TS2050S10T,T/S건축용볼트(B/N/PW),20*50,S10T,,260
2019/01/02,2019/01/02-9,2158116699,TS2055S10T,T/S건축용볼트(B/N/PW),20*55,S10T,,256
2019/01/02,2019/01/02-9,2158116699,HB20150SZY,육각볼트,20*150,철,천연색,100
2019/01/02,2019/01/02-9,2158116699,HB2070SZY,육각볼트,20*70,철,천연색,360
2019/01/02,2019/01/02-9,2158116699,HN20SZY,육각너트,20,철,천연색,400
2019/01/02,2019/01/02-10,1273962747,THM830S304,트러스머신(+),8*30,STS304,,200
2019/01/02,2019/01/02-10,1273962747,THM816S304,트러스머신(+),8*16,STS304,,200
2019/01/02,2019/01/02-10,1273962747,FHM816S304,사라머신(+),8*16,STS304,,"2,000"
2019/01/02,2019/01/02-11,2158116699,HB10220CM10,육각볼트,10*220,10.9T,,200
2019/01/02,2019/01/02-11,2158116699,HB10240CM10,육각볼트,10*240,10.9T,,100
2019/01/02,2019/01/02-13,1130284009,PHW#813SZY,둥근머리와셔붙이직결피스,#8*13,철,천연색,"5,000"
2019/01/02,2019/01/02-13,1130284009,PHW#816SZY,둥근머리와셔붙이직결피스,#8*16,철,천연색,"1,000"
2019/01/02,2019/01/02-14,1273962747,TH2S412SZY,트러스태핑2종(+),4*12,철,천연색,"4,000"
2019/01/02,2019/01/02-15,2348103915,ALLT,기타,,플라스틱,,"1,000"
2019/01/02,2019/01/02-15,2348103915,PW8PC,평와샤,8,플라스틱,,500
2019/01/02,2019/01/02-16,2188117611,PH2S310SZY,냄비태핑2종(+),3*10,철,천연색,"4,000"
2019/01/02,2019/01/02-17,2188117611,SHB512SZY,셈스육각볼트(+),5*12(PW+SW),철,천연색,"10,000"
2019/01/02,2019/01/02-18,2148163374,THSH620S304,별렌치볼트,6*20,STS304,,300
2019/01/02,2019/01/02-19,1138602593,EN12S304,아이너트,12,STS304,,420
2019/01/02,2019/01/02-20,1138157787,HB10220CM10,육각볼트,10*220,10.9T,,100
2019/01/02,2019/01/02-21,2158116699,HB2070CM10,육각볼트,20*70,10.9T,,90
2019/01/02,2019/01/02-21,2158116699,HB1015S316,육각볼트,10*15,STS316,,100
2019/01/02,2019/01/02-22,6068168961,HGB1270S304,경첩볼트,12*70,STS304,,420
2019/01/02,2019/01/02-23,5040525129,FH1S630S304,접시태핑1종(+),6*30,STS304,,300
2019/01/02,2019/01/02-23,5040525129,FHM48S316,접시머신(+),4*8,STS316,,"1,000"
2019/01/02,2019/01/02-23,5040525129,FHM410S316,접시머신(+),4*10,STS316,,"1,000"
2019/01/02,2019/01/02-23,5040525129,FHM430S304,사라머신(+),4*30,STS304,,500
2019/01/02,2019/01/02-23,5040525129,THM36S304,트러스머신(+),3*6,STS304,,"11,000"
2019/01/02,2019/01/02-23,5040525129,THM410S304,트러스머신(+),4*10,STS304,,"3,000"
2019/01/02,2019/01/02-23,5040525129,FHM310S304,사라머신(+),3*10,STS304,,"3,000"
2019/01/02,2019/01/02-23,5040525129,FHM48S304,사라머신(+),4*8,STS304,,"3,000"
2019/01/03,2019/01/03-1,2158116699,HSS44S304,무두렌치볼트,4*4,STS304,,"400,000"
2019/01/03,2019/01/03-2,1248127852,TIEB12600S,타이볼트,12*600,철,,6
2019/01/03,2019/01/03-2,1248127852,TIEB16600S,타이볼트,16*600,철,,6
2019/01/03,2019/01/03-3,1138117524,SETA38150SZY,세트앙카,3/8*150,철,천연색,600
2019/01/03,2019/01/03-3,1138117524,SETA38200SZY,세트앙카,3/8*200,철,천연색,"1,000"
2019/01/03,2019/01/03-3,1138117524,SETA38250SZY,세트앙카,3/8*250,철,천연색,150
2019/01/03,2019/01/03-4,1332362533,11112,도금비용,,,,1
2019/01/03,2019/01/03-4,1332362533,STUDB12200S,스터드볼트,12*200,철,무도금,-300
2019/01/03,2019/01/03-4,1332362533,STUDB12200SZW,스터드볼트,12*200,철,백색,300
2019/01/03,2019/01/03-5,1088127864,특수제작7,편산볼트,10*450(M8*S:15),철,백색,983
2019/01/03,2019/01/03-5,1088127864,STUDB12200S,스터드볼트,12*200,철,무도금,300
2019/01/03,2019/01/03-5,1088127864,JABS16300SHDG,J형앙카(로링경),16*300,철,용융,10
2019/01/03,2019/01/03-6,2158116699,HN16S304,육각너트,16,STS304,,700
2019/01/03,2019/01/03-6,2158116699,PW58S304,평와샤,5/8,STS304,,"1,000"
2019/01/03,2019/01/03-6,2158116699,PW8S304,평와샤,8,STS304,,"1,000"
2019/01/03,2019/01/03-6,2158116699,PW1/2S304,평와샤,8,STS304,,"1,000"
2019/01/03,2019/01/03-6,2158116699,NYN3S304,나이론너트,3,STS304,,"2,000"
2019/01/03,2019/01/03-6,2158116699,NYN4S304,나이론너트,4,STS304,,"1,000"
2019/01/03,2019/01/03-6,2158116699,NYN5S304,나이론너트,5,STS304,,"1,000"
2019/01/03,2019/01/03-6,2158116699,NYN20SZY,나이론너트,20,철,천연색,"1,200"
2019/01/03,2019/01/03-6,2158116699,PW20SZY,평와샤,20,철,천연색,"2,000"
2019/01/03,2019/01/03-6,2158116699,HSF1235CM10,접시머리렌치볼트,12*35,10.9T,,500
2019/01/03,2019/01/03-6,2158116699,HN12CM10,육각너트,12,10T,,"1,200"
2019/01/03,2019/01/03-6,2158116699,PW12S45C,평와샤,12,S45C,,"2,100"
2019/01/03,2019/01/03-6,2158116699,SW12S45C,스프링와샤,12,S45C,,"1,600"
2019/01/03,2019/01/03-6,2158116699,HN10CM10,육각너트,10,10T,,"2,000"
2019/01/03,2019/01/03-6,2158116699,PW10S45C,평와샤,10,S45C,,500
2019/01/03,2019/01/03-6,2158116699,SW10S45C,스프링와샤,10,S45C,,200
2019/01/03,2019/01/03-6,2158116699,SW8SZY,스프링와샤,8,철,천연색,"12,000"
2019/01/03,2019/01/03-7,1408106126,HB2060CM10,육각볼트,20*60,10.9T,,100
2019/01/03,2019/01/03-7,1408106126,HB2070CM10,육각볼트,20*70,10.9T,,90
2019/01/03,2019/01/03-7,1408106126,HBFT1660CM12,육각볼트(전산),16*60,12.9T,,300
2019/01/03,2019/01/03-7,1408106126,DC,할인,,,,-1
2019/01/03,2019/01/03-8,2656500208,BHWS650SZW,나팔머리목재용외날피스,#6*50,철,백색,"5,000"
2019/01/03,2019/01/03-9,1378624481,SETA3870S304,세트앙카,3/8*70,STS304,,"1,000"
2019/01/03,2019/01/03-9,1378624481,SETA1/275S304,세트앙카,1/2*75,STS304,,500
2019/01/03,2019/01/03-10,2158116699,HN34SHDG,육각너트,3/4″,철,용융,"10,000"
2019/01/03,2019/01/03-10,2158116699,PW20SHDG,평와샤,20,철,용융,"10,050"
2019/01/03,2019/01/03-12,2188117611,FH1S3510SZW,접시태핑1종(+),3.5*10,철,백색,"16,000"
2019/01/03,2019/01/03-12,2188117611,FH1S358SZW,접시태핑1종(+),3.5*8,철,백색,"8,000"
2019/01/03,2019/01/03-13,2188117611,FH1S3516SZY,접시태핑1종(+),3.5*16,철,천연색,"2,000"
2019/01/03,2019/01/03-13,2188117611,FH1S3520SZY,접시태핑1종(+),3.5*20,철,천연색,"1,000"
2019/01/03,2019/01/03-13,2188117611,FH1S3512SZY,접시태핑1종(+),3.5*12,철,천연색,"2,000"
2019/01/03,2019/01/03-14,1138602593,TBHH386SZW,단조턴버클(H&H),"3/8""*6""",철,백색,100
2019/01/03,2019/01/03-15,1273962747,FH1S3520SZY,접시태핑1종(+),3.5*20,철,천연색,"2,000"
2019/01/03,2019/01/03-15,1273962747,ALLT,기타,,철,천연색,"2,000"
2019/01/03,2019/01/03-16,1138157787,HBF16100CM12,육각볼트(전산),16*100,12.9T,,312
2019/01/03,2019/01/03-16,1138157787,HB1670S304,육각볼트,16*70,STS304,,200
2019/01/03,2019/01/03-16,1138157787,HB1645S304,육각볼트,16*45,STS304,,200
2019/01/03,2019/01/03-17,1408195390,SETA51670SZY,세트앙카,"5/16""*70",철,천연색,500
2019/01/04,2019/01/04-1,1132330740,SB3205SN,지지대볼트,3*20*5,철,니켈,"1,000"
2019/01/04,2019/01/04-2,1408195390,SETA1/2200S304,세트앙카,1/2*200,STS304,,100
2019/01/04,2019/01/04-2,1408195390,SETA1/2250S304,셋트앙카,"1/2""*250",STS304,,100
2019/01/04,2019/01/04-2,1408195390,ALLT,기타,,,,2
2019/01/04,2019/01/04-4,2158116699,HT2290F10T,H/T건축용볼트(B/N/2PW),22*90,F10T,,350
2019/01/04,2019/01/04-5,2158116699,PW12SZY,평와샤,12,철,천연색,"6,000"
2019/01/04,2019/01/04-6,2158116699,CN1/2S304,근각볼트,8,STS304,,300
2019/01/04,2019/01/04-7,2158116699,HSF1235CM10,접시머리렌치볼트,12*35,10.9T,,"1,000"
2019/01/04,2019/01/04-8,5043282994,CTHLSZW,C형행가,대,철,백색,100
2019/01/04,2019/01/04-9,1138157787,HB1230SZY,육각볼트,12*30,철,천연색,"5,000"
2019/01/04,2019/01/04-9,1138157787,NYN12SZY,나이론너트,12,철,천연색,"5,100"
2019/01/04,2019/01/04-10,1330562994,HW#1432S410,HW직결피스,＃14*32,STS410,,"1,000"
2019/01/04,2019/01/04-10,1330562994,PW#816S410,PW직결피스(+),＃8*16,STS410,,"1,000"
2019/01/04,2019/01/04-11,1138126611,FTR383SZW,전산볼트,3/8*3M,철,백색,100
2019/01/04,2019/01/04-13,2158116699,HB2460CM10,육각볼트,24*60,10.9T,,180
2019/01/04,2019/01/04-14,5040525129,FHM616S304,사라머신(+),6*16,STS304,,500
2019/01/04,2019/01/04-15,1318632625,FB1220SZW,후렌지볼트(멍),12*20,철,백색,"1,600"
2019/01/04,2019/01/04-16,1132330740,SB3205SN,지지대볼트,3*20*5,철,니켈,"1,000"
2019/01/07,2019/01/07-2,1408106126,HSF310CM10,접시머리렌치볼트,3*10,10.9T,,"1,000"
2019/01/07,2019/01/07-2,1408106126,HSF315CM10,접시머리렌치볼트,3*15,10.9T,,"1,000"
2019/01/07,2019/01/07-2,1408106126,HSF410CM10,접시머리렌치볼트,4*10,10.9T,,"1,000"
2019/01/07,2019/01/07-2,1408106126,HSF415CM10.,접시머리렌치볼트,4*15,10.9T,,"1,000"
2019/01/07,2019/01/07-2,1408106126,HSH258CM12,렌치볼트,2.5*8,CM,,"1,000"
2019/01/07,2019/01/07-2,1408106126,HSH2510CM12,렌치볼트,2.5*10,CM,,"1,000"
2019/01/07,2019/01/07-2,1408106126,HSH2520CM,렌치볼트,2.5*20,CM,,"1,000"
2019/01/07,2019/01/07-3,1138117524,SETA1/275SZY,세트앙카,1/2*75,철,천연색,600
2019/01/07,2019/01/07-4,1348155132,SB5208SN,지지대볼트,5*20*8,철,니켈,"1,000"
2019/01/07,2019/01/07-5,1332362533,101010,산처리,,,,1
2019/01/07,2019/01/07-5,1332362533,HB24120CM10,육각볼트,24*120,10.9T,,-80
2019/01/07,2019/01/07-6,1273962747,PH2S38S304,냄비태핑2종(+),3*8,STS304,,"2,000"
2019/01/07,2019/01/07-6,1273962747,FHM820SZY,사라머신(+),8*20,철,천연색,"1,000"
2019/01/07,2019/01/07-6,1273962747,THM550SZY,트러스머신(+),5*50,철,천연색,200
2019/01/07,2019/01/07-6,1273962747,PHM575SZY,냄비머신(+),5*75,철,천연색,400
2019/01/07,2019/01/07-7,1138602593,TBHH386SZW,단조턴버클(H&H),"3/8""*6""",철,백색,30
2019/01/07,2019/01/07-7,1138602593,ALLT,기타,,,,1
2019/01/07,2019/01/07-8,1088127864,특수제작7,편산볼트,10*450(M8*S:15),철,백색,18
2019/01/07,2019/01/07-9,1348113603,TJ-24SZW,자천공석고앙카,TJ-24,철,백색,"1,000"
2019/01/07,2019/01/07-10,1130284009,CN#14PPI,볼트캡,＃14,PP,아이보리,"50,000"
2019/01/07,2019/01/07-10,1130284009,ALLT,기타,,,,1
2019/01/07,2019/01/07-11,5043282994,PW62515S304,대와샤,6*25*1.5T,STS304,,800
2019/01/07,2019/01/07-11,5043282994,PW22S,평와샤,22,철,무도금,"2,000"
2019/01/07,2019/01/07-11,5043282994,ALLT,기타,,,,1
2019/01/07,2019/01/07-12,2158116699,HB384SZW,육각볼트,3/8*4″,철,백색,"20,000"
2019/01/07,2019/01/07-12,2158116699,HN38SZW,육각너트,3/8″,철,백색,"21,000"
2019/01/07,2019/01/07-13,2158116699,PW12SZY,평와샤,12,철,천연색,"12,000"
2019/01/07,2019/01/07-14,2158116699,HB24120CM10,육각볼트,24*120,10.9T,,80
2019/01/07,2019/01/07-14,2158116699,HN22S,육각너트,22,철,무도금,"2,100"
2019/01/07,2019/01/07-15,6158148595,STUDB5895B7HDG,스터드볼트,5/8-11UNC*95,A193-B7,H.D.G,20
2019/01/07,2019/01/07-15,6158148595,HHN582HHDG,육각너트(2H),5/8″,A194-2H,H.D.G,40
2019/01/07,2019/01/07-15,6158148595,HB2070B8M,HEXBOLT,20*70,A193-B8M,,74
2019/01/07,2019/01/07-15,6158148595,HN20A194-8M,HEXNUT,20-2.5P,A194-8M,,74
2019/01/07,2019/01/07-15,6158148595,PW20A240-316,PLAINWASHER,20(37*21*3),A240-316,,74
2019/01/07,2019/01/07-15,6158148595,SW20S316,스프링와샤,20,STS316,,74
2019/01/07,2019/01/07-15,6158148595,dsexp,대신,현불or착불,,,1
2019/01/07,2019/01/07-16,2158116699,HB2460CM10,육각볼트,24*60,10.9T,,-180
2019/01/07,2019/01/07-17,1138126611,FTR383S304,전산볼트,3/8*3M,STS304,,25
2019/01/08,2019/01/08-1,1138117524,SETA1/450SZY,세트앙카,1/4*50,철,천연색,"10,500"
2019/01/08,2019/01/08-1,1138117524,SETA1/450SZY,세트앙카,1/4*50,철,천연색,212
2019/01/08,2019/01/08-2,2158116699,HN25S304,육각너트,2.5,STS304,,"5,000"
2019/01/08,2019/01/08-2,2158116699,HN6S304,육각너트,6,STS304,,"10,000"
2019/01/08,2019/01/08-2,2158116699,PW6S304,평와샤,6,STS304,,"1,000"
2019/01/08,2019/01/08-2,2158116699,SW6S304,스프링와샤,6,STS304,,"1,000"
2019/01/08,2019/01/08-3,2158116699,HB2065CM10,육각볼트,20*65,10.9T,,90
2019/01/08,2019/01/08-3,2158116699,NYN8SZY,나이론너트,8,철,천연색,"8,000"
2019/01/08,2019/01/08-4,1398122859,특수제작5,BrassNut,"M4(H:4.0,D:6.9)",신주,,"99,000"
2019/01/08,2019/01/08-5,1338125902,HB1240CM10D,육각볼트,12*40,10.9T,다크로,385
2019/01/08,2019/01/08-5,1338125902,HB1240CM10,육각볼트,12*40,10.9T,,-385
2019/01/08,2019/01/08-5,1338125902,HN12CM10D,육각너트,12,10T,다크로,825
2019/01/08,2019/01/08-5,1338125902,HN12CM10,육각너트,12,10T,,-825
2019/01/08,2019/01/08-5,1338125902,PW12S45CD,평와샤,12,S45C,다크로,"1,650"
2019/01/08,2019/01/08-5,1338125902,PW12S45C,평와샤,12,S45C,,"-1,650"
2019/01/08,2019/01/08-5,1338125902,HB1645CM10D,육각볼트,16*45,10.9T,다크로,20
2019/01/08,2019/01/08-5,1338125902,HB1645CM10,육각볼트,16*45,10.9T,,-20
2019/01/08,2019/01/08-5,1338125902,HB1650CM10D,육각볼트,16*50,10.9T,다크로,75
2019/01/08,2019/01/08-5,1338125902,HB1650CM10,육각볼트,16*50,10.9T,,-75
2019/01/08,2019/01/08-5,1338125902,HN16CM10D,육각너트,16,10T,다크로,95
2019/01/08,2019/01/08-5,1338125902,HN16CM10,육각너트,16,10T,,-95
2019/01/08,2019/01/08-5,1338125902,PW16S45CD,평와샤,16,S45C,다크로,190
2019/01/08,2019/01/08-5,1338125902,PW16S45C,평와샤,16,S45C,,-190
2019/01/08,2019/01/08-5,1338125902,HB2050CM10D,육각볼트,20*50,10.9T,다크로,110
2019/01/08,2019/01/08-5,1338125902,HB2050CM10,육각볼트,20*50,10.9T,,-110
2019/01/08,2019/01/08-5,1338125902,HB2055CM10D,육각볼트,20*55,10.9T,다크로,110
2019/01/08,2019/01/08-5,1338125902,HB2055CM10,육각볼트,20*55,10.9T,,-110
2019/01/08,2019/01/08-5,1338125902,HB2060CM10D,육각볼트,20*60,10.9T,다크로,80
2019/01/08,2019/01/08-5,1338125902,HB2060CM10,육각볼트,20*60,10.9T,,-80
2019/01/08,2019/01/08-5,1338125902,HB2065CM10D,육각볼트,20*65,10.9T,다크로,130
2019/01/08,2019/01/08-5,1338125902,HB2065CM10,육각볼트,20*65,10.9T,,-130
2019/01/08,2019/01/08-5,1338125902,HB2070CM10D,육각볼트,20*70,10.9T,다크로,70
2019/01/08,2019/01/08-5,1338125902,HB2070CM10,육각볼트,20*70,10.9T,,-70
2019/01/08,2019/01/08-5,1338125902,HB2075CM10D,육각볼트,20*75,10.9T,다크로,45
2019/01/08,2019/01/08-5,1338125902,HB2075CM10,육각볼트,20*75,10.9T,,-45
2019/01/08,2019/01/08-5,1338125902,HN20CM10D,육각너트,20,10T,다크로,545
2019/01/08,2019/01/08-5,1338125902,HN20CM10,육각너트,20,10T,,-545
2019/01/08,2019/01/08-5,1338125902,PW20S45CD,평와샤,20,S45C,다크로,"1,090"
2019/01/08,2019/01/08-5,1338125902,PW20S45C,평와샤,20,S45C,,"-1,090"
2019/01/08,2019/01/08-5,1338125902,11112,도금비용,,,,1
2019/01/08,2019/01/08-6,1138157787,HT2280F10T,H/T건축용볼트(B/N/2PW),22*80,F10T,,"1,700"
2019/01/08,2019/01/08-6,1138157787,HT2280F10T,H/T건축용볼트(B/N/2PW),22*80,F10T,,300
2019/01/08,2019/01/08-7,1130282393,IUB3815SZW,절연유볼트(로링경),3/8*1/2″(15A),철,백색,100
2019/01/08,2019/01/08-7,1130282393,IUB3820SZW,절연유볼트(로링경),3/8*3/4″(20A),철,백색,100
2019/01/08,2019/01/08-7,1130282393,IUB3825SZW,절연유볼트(로링경),3/8*1″(25A),철,백색,50
2019/01/08,2019/01/08-7,1130282393,IUB3850SZW,절연유볼트(로링경),"3/8""*2""(50A)",철,백색,50
2019/01/08,2019/01/08-7,1130282393,IUB383SZW,절연유볼트(로링경),3/8*3″(80A),철,백색,20
2019/01/08,2019/01/08-7,1130282393,IUB384SZW,절연유볼트(로링경),3/8*4″(100A),철,백색,20
2019/01/08,2019/01/08-7,1130282393,ALLT,기타,,,,1
2019/01/09,2019/01/09-1,1408106126,HSB38CM10,둥근머리렌치볼트,3*8,10.9T,,"1,000"
2019/01/09,2019/01/09-1,1408106126,HSB315CM10,둥근머리렌치볼트,3*15,10.9T,,"1,000"
2019/01/09,2019/01/09-1,1408106126,HSB410CM10,둥근머리렌치볼트,4*10,10.9T,,"1,000"
2019/01/09,2019/01/09-1,1408106126,HSB415CM10,둥근머리렌치볼트,4*15,10.9T,,"1,000"
2019/01/09,2019/01/09-2,1408106126,HSH350CM12,렌치볼트,3*50,12.9T,,500
2019/01/09,2019/01/09-2,1408106126,HSH550CM12,렌치볼트,5*50,12.9T,,500
2019/01/09,2019/01/09-2,1408106126,HSH640CM12,렌치볼트,6*40,12.9T,,"1,000"
2019/01/09,2019/01/09-2,1408106126,HSB312CM10,둥근머리렌치볼트,3*12,10.9T,,"1,000"
2019/01/09,2019/01/09-3,1138117524,FTR34SHDG,전산볼트,3/4*1M,철,용융,20
2019/01/09,2019/01/09-4,2158116699,HSH38CM12,렌치볼트,3*8,12.9T,,"2,000"
2019/01/09,2019/01/09-4,2158116699,HSH312CM12,렌치볼트,3*12,12.9T,,"2,000"
2019/01/09,2019/01/09-4,2158116699,HSH315CM12,렌치볼트,3*15,12.9T,,"1,000"
2019/01/09,2019/01/09-4,2158116699,HSH320CM12,렌치볼트,3*20,12.9T,,"1,000"
2019/01/09,2019/01/09-4,2158116699,HSH410CM12,렌치볼트,4*10,12.9T,,"1,000"
2019/01/09,2019/01/09-4,2158116699,HSH415CM12,렌치볼트,4*15,12.9T,,"1,000"
2019/01/09,2019/01/09-4,2158116699,HSH420CM12,렌치볼트,4*20,12.9T,,"1,000"
2019/01/09,2019/01/09-4,2158116699,HSH530CM12,렌치볼트,5*30,12.9T,,500
2019/01/09,2019/01/09-4,2158116699,HSH615CM12,렌치볼트,6*15,12.9T,,"1,000"
2019/01/09,2019/01/09-4,2158116699,HSS35CM10,무두렌치볼트,3*5,10.9T,,"1,000"
2019/01/09,2019/01/09-4,2158116699,HSS45CM10,무두렌치볼트,4*5,10.9T,,"1,000"
2019/01/09,2019/01/09-4,2158116699,HSS515CM10,무두렌치볼트,5*15,10.9T,,"1,000"
2019/01/09,2019/01/09-5,2158116699,SW3S304,스프링와샤,3,STS304,,"100,000"
2019/01/09,2019/01/09-6,2158116699,PW12SZY,평와샤,12,철,천연색,"10,000"
2019/01/09,2019/01/09-7,5043282994,BK105050504SZW,화스너,10*50*50*50*4T,철,백색,500
2019/01/09,2019/01/09-8,1273962747,PH2S36SN,냄비태핑2종,3*6,철,니켈,"8,000"
2019/01/09,2019/01/09-8,1273962747,PH2S310SN,냄비태핑2종,3*10,철,니켈,"4,000"
2019/01/09,2019/01/09-8,1273962747,JB610SN,가구용볼트(+),6*10,철,니켈,"20,000"
2019/01/09,2019/01/09-8,1273962747,JB625SN,가구용볼트(+),6*25,철,니켈,500
2019/01/09,2019/01/09-9,2158116699,HB1235SHDG,육각볼트,12*35,철,용융,"3,000"
2019/01/09,2019/01/09-10,6068161686,HB1640SHDG,육각볼트,16*40,철,용융,"5,120"
2019/01/09,2019/01/09-10,6068161686,HN16SHDG,육각너트,16,철,용융,"5,400"
2019/01/09,2019/01/09-10,6068161686,HN12SHDG,육각너트,12,철,용융,"3,600"
2019/01/09,2019/01/09-10,6068161686,HN34SHDG,육각너트,3/4″,철,용융,"3,000"
2019/01/09,2019/01/09-10,6068161686,PW16SHDG,평와샤,16,철,용융,"10,250"
2019/01/09,2019/01/09-10,6068161686,PW12SHDG,평와샤,12,철,용융,"6,000"
2019/01/09,2019/01/09-10,6068161686,PW20SHDG,평와샤,20,철,용융,"3,000"
2019/01/10,2019/01/10-1,1138117524,FTR24SZY,전산볼트,24*1M,철,천연색,5
2019/01/10,2019/01/10-1,1138117524,FTR27SZY,전산볼트,27*1,철,천연색,10
2019/01/10,2019/01/10-1,1138117524,FTR30SZY,전산볼트,30*1M,철,천연색,10
2019/01/10,2019/01/10-2,2188117611,PH1S24SZY,냄비태핑1종,2*4,철,천연색,"3,000"
2019/01/10,2019/01/10-3,1273962747,PHM258S304,냄비머신(+),2.5*8,STS304,,"2,000"
2019/01/10,2019/01/10-3,1273962747,PH1S28SZY,냄비태핑1종,2*8,철,천연색,"5,000"
